,id,title,condition,thumbnail_id,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,thumbnail,currency_id,order_backend,price,original_price,sale_price,available_quantity,official_store_id,use_thumbnail_id,accepts_mercadopago,shipping,stop_time,seller,attributes,installments,winner_item_id,catalog_listing,discounts,promotions,inventory_id,variation_filters,variations_data,differential_pricing,official_store_name
10,MCO555385736,Colageno Hidrolizado 100% X 1 Kg - U - Kg a $113905,new,717746-MLA73060933383_112023,,gold_special,https://articulo.mercadolibre.com.co/MCO-555385736-colageno-hidrolizado-100-x-1-kg-unidad-a-23500-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_717746-MLA73060933383_112023-I.jpg,COP,11,113905,119900.0,,1,,True,True,"{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment', 'fs_threshold_mco_change_apr2021', 'mandatory_free_shipping'], 'benefits': None, 'promise': None}",2040-08-05T12:38:53.000Z,"{'id': 204811782, 'nickname': 'GIIV4529461'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': None, 'value_name': 'PB Leiner', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': 'PB Leiner', 'struct': None, 'source': 3376461333454861}], 'source': 3376461333454861, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '11753614', 'value_name': 'Colágeno Hidrolizado', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11753614', 'name': 'Colágeno Hidrolizado', 'struct': None, 'source': 7092}], 'source': 7092, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359392', 'value_name': 'Pack', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359392', 'name': 'Pack', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'list'}, {'id': 'SERVING_WEIGHT', 'name': 'Peso de la porción', 'value_id': None, 'value_name': '30 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 30, 'unit': 'g'}, 'values': [{'id': None, 'name': '30 g', 'struct': {'number': 30, 'unit': 'g'}, 'source': 7092}], 'source': 7092, 'value_type': 'number_unit'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': None, 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': '1', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'number'}, {'id': 'UNIT_WEIGHT', 'name': 'Peso de la unidad', 'value_id': None, 'value_name': '1 kg', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 1, 'unit': 'kg'}, 'values': [{'id': None, 'name': '1 kg', 'struct': {'number': 1, 'unit': 'kg'}, 'source': 7092}], 'source': 7092, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 3164.03, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'51808051648': {'thumbnail': 'http://http2.mlstatic.com/D_717746-MLA73060933383_112023-O.jpg', 'ratio': '1.01', 'name': '', 'pictures_qty': 8, 'inventory_id': 'QTHD89372'}}",,
11,MCO1801953070,Venda Fija Alfa Safe Blanca 4x2 Metros,new,995162-MLU73578929968_122023,MCO26113174,gold_special,https://www.mercadolibre.com.co/venda-fija-alfa-safe-blanca-4x2-metros/p/MCO26113174,buy_it_now,MCO,MCO394064,MCO-SPORT_AND_MEDICAL_BANDAGES,http://http2.mlstatic.com/D_995162-MLU73578929968_122023-I.jpg,COP,12,3300,,,50,467.0,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-08-14T04:00:00.000Z,"{'id': 355230026, 'nickname': 'DROXIVIRTUAL'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '11347619', 'value_name': 'AlfaSafe', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11347619', 'name': 'AlfaSafe', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'LENGTH', 'name': 'Largo', 'value_id': '124822', 'value_name': '2 m', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 2, 'unit': 'm'}, 'values': [{'id': '124822', 'name': '2 m', 'struct': {'number': 2, 'unit': 'm'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '23050727', 'value_name': 'Venda Fija', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '23050727', 'name': 'Venda Fija', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': '2726554', 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2726554', 'name': '1', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'number'}]",,,True,,[],,,,,MaxPharma
12,MCO1341767197,Kit Glucómetro Ok Meter Match 2 + 50 Tiras + 50 Lancetas,new,890471-MLU72566063408_112023,MCO23947893,gold_special,https://www.mercadolibre.com.co/kit-glucometro-ok-meter-match-2-50-tiras-50-lancetas/p/MCO23947893,buy_it_now,MCO,MCO166749,MCO-BLOOD_GLUCOSE_METERS,http://http2.mlstatic.com/D_890471-MLU72566063408_112023-I.jpg,COP,13,90000,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['MCO-chg-threshold-Jan-23', 'self_service_in', 'mandatory_free_shipping'], 'benefits': None, 'promise': None}",2043-09-19T04:00:00.000Z,"{'id': 520728329, 'nickname': 'HOSPICAREBIOMEDIC'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '20030836', 'value_name': 'Tru Life', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20030836', 'name': 'Tru Life', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '20030837', 'value_name': 'Combo 50 lancetas y 50 tirillas', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20030837', 'name': 'Combo 50 lancetas y 50 tirillas', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '20.4 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 20.4, 'unit': 'cm'}, 'values': [{'id': None, 'name': '20.4 cm', 'struct': {'number': 20.4, 'unit': 'cm'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '240 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 240, 'unit': 'g'}, 'values': [{'id': None, 'name': '240 g', 'struct': {'number': 240, 'unit': 'g'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 2500, 'rate': 0, 'currency_id': 'COP'}",,True,,[],HTFM75502,,,,
13,MCO1782280958,Trusty Cane Baston Ortopedico Plegable Con Linterna Luz Led Color Negro,new,931250-MLU72597128753_102023,MCO25846464,gold_pro,https://www.mercadolibre.com.co/trusty-cane-baston-ortopedico-plegable-con-linterna-luz-led-color-negro/p/MCO25846464,buy_it_now,MCO,MCO174543,MCO-ORTHOPEDIC_CANES,http://http2.mlstatic.com/D_931250-MLU72597128753_102023-I.jpg,COP,14,28405,,,50,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-08-04T04:00:00.000Z,"{'id': 486253528, 'nickname': 'TELENOVEDADES TV'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '17513429', 'value_name': 'Trusty Cane', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '17513429', 'name': 'Trusty Cane', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'MAX_LENGTH', 'name': 'Largo máximo', 'value_id': '17098407', 'value_name': '90 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 90, 'unit': 'cm'}, 'values': [{'id': '17098407', 'name': '90 cm', 'struct': {'number': 90, 'unit': 'cm'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '22657812', 'value_name': 'TC-1027', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '22657812', 'name': 'TC-1027', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}]","{'quantity': 12, 'amount': 2367.08, 'rate': 0, 'currency_id': 'COP'}",,True,,[],,,,{'id': 33602181},
14,MCO1275768921,Creatina Monohidrata Polvo Healthy Sport - g a $393,new,946549-MCO54664969743_032023,MCO26814301,gold_pro,https://articulo.mercadolibre.com.co/MCO-1275768921-creatina-monohidrata-polvo-healthy-sports-100-_JM,buy_it_now,MCO,MCO5565,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_946549-MCO54664969743_032023-I.jpg,COP,15,118000,,,100,,True,True,"{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment', 'self_service_in', 'mandatory_free_shipping'], 'benefits': None, 'promise': None}",2043-03-21T04:00:00.000Z,"{'id': 322047435, 'nickname': 'ONLINE.DISTRIMAX'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '11927968', 'value_name': 'Healthy Sports', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11927968', 'name': 'Healthy Sports', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 7092}], 'source': 7092, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '12821883', 'value_name': 'Suplemento', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '12821883', 'name': 'Suplemento', 'struct': None, 'source': 7092}], 'source': 7092, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 7092}], 'source': 7092, 'value_type': 'list'}, {'id': 'SERVING_WEIGHT', 'name': 'Peso de la porción', 'value_id': None, 'value_name': '1 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 1, 'unit': 'g'}, 'values': [{'id': None, 'name': '1 g', 'struct': {'number': 1, 'unit': 'g'}, 'source': 1505}], 'source': 1505, 'value_type': 'number_unit'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': None, 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': '1', 'struct': None, 'source': 7092}], 'source': 7092, 'value_type': 'number'}]","{'quantity': 12, 'amount': 9833.33, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'177367571385': {'thumbnail': 'http://http2.mlstatic.com/D_946549-MCO54664969743_032023-O.jpg', 'ratio': '0.65', 'name': '', 'pictures_qty': 3, 'inventory_id': 'ORLM17796'}}",{'id': 33602181},
15,MCO1990187922,Almohadilla Electrica Termica Lumbar Femmto 3 Niveles Calor,new,692646-MLU74113871123_012024,MCO23442501,gold_special,https://www.mercadolibre.com.co/almohadilla-electrica-termica-lumbar-femmto-3-niveles-calor/p/MCO23442501,buy_it_now,MCO,MCO442285,MCO-HEATING_PADS,http://http2.mlstatic.com/D_692646-MLU74113871123_012024-I.jpg,COP,16,68967,99900.0,,100,2094.0,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment'], 'benefits': None, 'promise': None}",2043-10-22T04:00:00.000Z,"{'id': 1299679414, 'nickname': 'FEMMTO HEALTHCARE_COL'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '1007168', 'value_name': 'Femmto', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1007168', 'name': 'Femmto', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6402814585011704}], 'source': 6402814585011704, 'value_type': 'list'}, {'id': 'LENGTH', 'name': 'Largo', 'value_id': '908277', 'value_name': '69 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 69, 'unit': 'cm'}, 'values': [{'id': '908277', 'name': '69 cm', 'struct': {'number': 69, 'unit': 'cm'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '16717193', 'value_name': 'AL2', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '16717193', 'name': 'AL2', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '30.2 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 30.2, 'unit': 'cm'}, 'values': [{'id': None, 'name': '30.2 cm', 'struct': {'unit': 'cm', 'number': 30.2}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '540 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 540, 'unit': 'g'}, 'values': [{'id': None, 'name': '540 g', 'struct': {'number': 540, 'unit': 'g'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'POWER', 'name': 'Potencia', 'value_id': '13972657', 'value_name': '100 W', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 100, 'unit': 'W'}, 'values': [{'id': '13972657', 'name': '100 W', 'struct': {'number': 100, 'unit': 'W'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 1915.75, 'rate': 0, 'currency_id': 'COP'}",,True,,[],SHGJ88267,,,,Femmto Healthcare
16,MCO1425684436,Tensiómetro Digital Brazo Presión Arterial Voz + Estuche,new,891457-MCO52030029320_102022,MCO21326514,gold_special,https://www.mercadolibre.com.co/tensiometro-digital-brazo-presion-arterial-voz-estuche/p/MCO21326514,buy_it_now,MCO,MCO180837,MCO-BLOOD_PRESSURE_MONITORS,http://http2.mlstatic.com/D_891457-MCO52030029320_102022-I.jpg,COP,17,50362,,,500,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': [], 'benefits': None, 'promise': None}",2043-04-01T04:00:00.000Z,"{'id': 1126283177, 'nickname': 'AVILESLINA20220520145727'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '276243', 'value_name': 'Genérica', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '276243', 'name': 'Genérica', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '16069201', 'value_name': 'Voz', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '16069201', 'name': 'Voz', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}]","{'quantity': 36, 'amount': 1398.94, 'rate': 0, 'currency_id': 'COP'}",,True,,[],,,,,
17,MCO1345144559,Venda Elástica Color Piel 6x5 Yardas,new,959871-MLU73673043199_122023,MCO27449240,gold_special,https://www.mercadolibre.com.co/venda-elastica-color-piel-6x5-yardas/p/MCO27449240,buy_it_now,MCO,MCO394064,MCO-SPORT_AND_MEDICAL_BANDAGES,http://http2.mlstatic.com/D_959871-MLU73673043199_122023-I.jpg,COP,18,4100,,,200,467.0,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-09-30T04:00:00.000Z,"{'id': 355230026, 'nickname': 'DROXIVIRTUAL'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '24864031', 'value_name': 'Alfa Safer', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '24864031', 'name': 'Alfa Safer', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'LENGTH', 'name': 'Largo', 'value_id': '129121', 'value_name': '5 m', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 5, 'unit': 'm'}, 'values': [{'id': '129121', 'name': '5 m', 'struct': {'number': 5, 'unit': 'm'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '21229586', 'value_name': 'Alfa Safe', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '21229586', 'name': 'Alfa Safe', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': '2726554', 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2726554', 'name': '1', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'number'}]",,,True,,[],KLPT74629,,,,MaxPharma
18,MCO1432158776,Orgánica Ashagwand - Unidad 120caps - Unidad a $571,new,775786-MCO54883563303_042023,MCO14169517,gold_pro,https://articulo.mercadolibre.com.co/MCO-1432158776-organica-ashagwand-unidad-120caps-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_775786-MCO54883563303_042023-I.jpg,COP,19,68500,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-04-04T16:11:33.000Z,"{'id': 827646180, 'nickname': 'PRODUCTOSPURET'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '6652460', 'value_name': 'NutriFlair', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '6652460', 'name': 'NutriFlair', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '8050567', 'value_name': 'Ultra Pro', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '8050567', 'name': 'Ultra Pro', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'list'}, {'id': 'SERVING_WEIGHT', 'name': 'Peso de la porción', 'value_id': None, 'value_name': '2 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 2, 'unit': 'g'}, 'values': [{'id': None, 'name': '2 g', 'struct': {'number': 2, 'unit': 'g'}, 'source': 1505}], 'source': 1505, 'value_type': 'number_unit'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': None, 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': '1', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'number'}]","{'quantity': 12, 'amount': 5708.33, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'177362957974': {'thumbnail': 'http://http2.mlstatic.com/D_775786-MCO54883563303_042023-O.jpg', 'ratio': '0.57', 'name': '', 'pictures_qty': 3}}",{'id': 33602181},
19,MCO2080202096,Tirillas Caja Por 50 Ok Meter Match 2,new,645400-MLU73208688037_122023,MCO27689679,gold_special,https://www.mercadolibre.com.co/tirillas-caja-por-50-ok-meter-match-2/p/MCO27689679,buy_it_now,MCO,MCO166749,MCO-BLOOD_GLUCOSE_METERS,http://http2.mlstatic.com/D_645400-MLU73208688037_122023-I.jpg,COP,20,49500,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment', 'self_service_in'], 'benefits': None, 'promise': None}",2043-11-30T04:00:00.000Z,"{'id': 52773616, 'nickname': 'BACATÁ COMMERCE'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '18504925', 'value_name': 'Ok Meter', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '18504925', 'name': 'Ok Meter', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '25277206', 'value_name': 'MATCH 2', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '25277206', 'name': 'MATCH 2', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '8.2 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 8.2, 'unit': 'cm'}, 'values': [{'id': None, 'name': '8.2 cm', 'struct': {'number': 8.2, 'unit': 'cm'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '60 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 60, 'unit': 'g'}, 'values': [{'id': None, 'name': '60 g', 'struct': {'unit': 'g', 'number': 60}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 1375, 'rate': 0, 'currency_id': 'COP'}",,True,,[],YMIL24015,,,,
