,id,title,condition,thumbnail_id,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,thumbnail,currency_id,order_backend,price,original_price,sale_price,available_quantity,official_store_id,use_thumbnail_id,accepts_mercadopago,shipping,stop_time,seller,attributes,installments,winner_item_id,catalog_listing,discounts,promotions,inventory_id,variation_filters,variations_data,differential_pricing,official_store_name
20,MCO1376880185,Plantilla Gel Ergonomica Profesional Comodidas Talla 38 - 42 Tamaño De La Plantilla 38 - 42,new,718115-MLU74087043609_012024,MCO24245581,gold_pro,https://www.mercadolibre.com.co/plantilla-gel-ergonomica-profesional-comodidas-talla-38-42-tamano-de-la-plantilla-38-42/p/MCO24245581,buy_it_now,MCO,MCO180864,MCO-ORTHOTIC_INSERTS,http://http2.mlstatic.com/D_718115-MLU74087043609_012024-I.jpg,COP,21,15564,,,500,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-12-26T04:00:00.000Z,"{'id': 170121574, 'nickname': 'HOME_STORE_HOME'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '20497715', 'value_name': 'PLANTILLA ORTOPEDICA PROFESIONAL ELEGANTE COMODIDAD', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20497715', 'name': 'PLANTILLA ORTOPEDICA PROFESIONAL ELEGANTE COMODIDAD', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GENDER', 'name': 'Género', 'value_id': '110461', 'value_name': 'Sin género', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '110461', 'name': 'Sin género', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '20497716', 'value_name': 'TALL 38 - 42', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20497716', 'name': 'TALL 38 - 42', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}]",,,True,,[],,,,,
21,MCO541788865,Calcio Magnesio Zinc Y Vitamina D 1 - Unidad a $469,new,829182-MCO72180563936_102023,,gold_special,https://articulo.mercadolibre.com.co/MCO-541788865-calcio-magnesio-zinc-y-vitamina-d-100-softgels-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_829182-MCO72180563936_102023-I.jpg,COP,22,46900,,,50,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2039-11-10T04:00:00.000Z,"{'id': 144337128, 'nickname': 'GYPSYMARKET.CO'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '20447531', 'value_name': 'Natural Systems', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20447531', 'name': 'Natural Systems', 'struct': None, 'source': 3570163010178927}], 'source': 3570163010178927, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3570163010178927}], 'source': 3570163010178927, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': None, 'value_name': 'Saludable', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': 'Saludable', 'struct': None, 'source': 3376461333454861}], 'source': 3376461333454861, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 3376461333454861}], 'source': 3376461333454861, 'value_type': 'list'}, {'id': 'SERVING_WEIGHT', 'name': 'Peso de la porción', 'value_id': None, 'value_name': '1 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 1, 'unit': 'g'}, 'values': [{'id': None, 'name': '1 g', 'struct': {'number': 1, 'unit': 'g'}, 'source': 7092}], 'source': 7092, 'value_type': 'number_unit'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': None, 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': '1', 'struct': None, 'source': 3570163010178927}], 'source': 3570163010178927, 'value_type': 'number'}]","{'quantity': 36, 'amount': 1302.78, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'46497145732': {'thumbnail': 'http://http2.mlstatic.com/D_829182-MCO72180563936_102023-O.jpg', 'ratio': '0.59', 'name': '', 'pictures_qty': 2, 'inventory_id': 'QFIL09802'}}",,
22,MCO1381772989,Almohadilla Cojín Térmica Eléctrica Temperatura 6nivele60*30 Color Gris,new,857248-MLU72552707577_102023,MCO27941104,gold_special,https://www.mercadolibre.com.co/almohadilla-cojin-termica-electrica-temperatura-6nivele6030-color-gris/p/MCO27941104,buy_it_now,MCO,MCO442285,MCO-HEATING_PADS,http://http2.mlstatic.com/D_857248-MLU72552707577_102023-I.jpg,COP,23,67869,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['self_service_in', 'fbm_in_process'], 'benefits': None, 'promise': None}",2044-01-10T04:00:00.000Z,"{'id': 67628814, 'nickname': 'COMMERCEON SAS'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '13205795', 'value_name': 'Other', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '13205795', 'name': 'Other', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'list'}, {'id': 'LENGTH', 'name': 'Largo', 'value_id': '908317', 'value_name': '60 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 60, 'unit': 'cm'}, 'values': [{'id': '908317', 'name': '60 cm', 'struct': {'number': 60, 'unit': 'cm'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '25727681', 'value_name': 'Cojín De Fisioterapia Manta Eléctrica 30x60cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '25727681', 'name': 'Cojín De Fisioterapia Manta Eléctrica 30x60cm', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'POWER', 'name': 'Potencia', 'value_id': '18457424', 'value_name': '75 W', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 75, 'unit': 'W'}, 'values': [{'id': '18457424', 'name': '75 W', 'struct': {'number': 75, 'unit': 'W'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 1885.25, 'rate': 0, 'currency_id': 'COP'}",,True,,[],HYRK25602,,,,
23,MCO2251430484,Guantes De Nitrilo Negro Caja X100 Unds Talla L,new,649068-MLU72559096923_102023,MCO27946843,gold_pro,https://www.mercadolibre.com.co/guantes-de-nitrilo-negro-caja-x100-unds-talla-l/p/MCO27946843,buy_it_now,MCO,MCO169105,MCO-DISPOSABLE_GLOVES,http://http2.mlstatic.com/D_649068-MLU72559096923_102023-I.jpg,COP,24,21376,22502.0,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment'], 'benefits': None, 'promise': None}",2044-03-02T04:00:00.000Z,"{'id': 429526653, 'nickname': 'QUIROINSUMOS'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '17613798', 'value_name': 'Vital Medic', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '17613798', 'name': 'Vital Medic', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 81068639424647}], 'source': 81068639424647, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '19253242', 'value_name': 'PREMIUM QUALITY', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '19253242', 'name': 'PREMIUM QUALITY', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '20.4 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 20.4, 'unit': 'cm'}, 'values': [{'id': None, 'name': '20.4 cm', 'struct': {'unit': 'cm', 'number': 20.4}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '460 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 460, 'unit': 'g'}, 'values': [{'id': None, 'name': '460 g', 'struct': {'number': 460, 'unit': 'g'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359391', 'value_name': 'Unidad', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359391', 'name': 'Unidad', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': '2726554', 'value_name': '1', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2726554', 'name': '1', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'number'}, {'id': 'UNITS_PER_PACKAGE', 'name': 'Unidades por envase', 'value_id': '131783', 'value_name': '100', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '131783', 'name': '100', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'number'}]","{'quantity': 12, 'amount': 1781.33, 'rate': 0, 'currency_id': 'COP'}",,True,,[],ITGE57041,,,{'id': 33602181},
24,MCO2075095828,Multisoluter Kit,new,868701-MLU72722054883_112023,MCO27995467,gold_special,https://www.mercadolibre.com.co/multisoluter-kit/p/MCO27995467,buy_it_now,MCO,MCO420674,MCO-CONTACT_LENS_CLEANING_SOLUTIONS,http://http2.mlstatic.com/D_868701-MLU72722054883_112023-I.jpg,COP,25,11040,16000.0,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-11-27T04:00:00.000Z,"{'id': 342366381, 'nickname': 'ONIANIMESTORE'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '20447528', 'value_name': 'Multi Soluter', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '20447528', 'name': 'Multi Soluter', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 81068639424647}], 'source': 81068639424647, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '24644389', 'value_name': 'SOLUCIONES MULTIPROPOSITO', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '24644389', 'name': 'SOLUCIONES MULTIPROPOSITO', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'UNIT_VOLUME', 'name': 'Volumen de la unidad', 'value_id': '112837', 'value_name': '50 mL', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 50, 'unit': 'mL'}, 'values': [{'id': '112837', 'name': '50 mL', 'struct': {'unit': 'mL', 'number': 50}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}]",,,True,,[],,,,,
25,MCO1387891743,Condones Preservativo Party X36 - Un - Unidad a $56,new,698930-MLU73665221212_012024,MCO29469704,gold_pro,https://www.mercadolibre.com.co/condones-preservativo-party-x36-unidad/p/MCO29469704,buy_it_now,MCO,MCO180839,MCO-CONDOMS,http://http2.mlstatic.com/D_698930-MLU73665221212_012024-I.jpg,COP,26,24000,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment', 'self_service_in'], 'benefits': None, 'promise': None}",2044-01-27T04:00:00.000Z,"{'id': 455536115, 'nickname': 'FOCUS'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '25174605', 'value_name': 'Sex', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '25174605', 'name': 'Sex', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '13 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 13, 'unit': 'cm'}, 'values': [{'id': None, 'name': '13 cm', 'struct': {'unit': 'cm', 'number': 13}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '200 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 200, 'unit': 'g'}, 'values': [{'id': None, 'name': '200 g', 'struct': {'number': 200, 'unit': 'g'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359392', 'value_name': 'Pack', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359392', 'name': 'Pack', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': '2211322', 'value_name': '12', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2211322', 'name': '12', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'number'}]","{'quantity': 12, 'amount': 2000, 'rate': 0, 'currency_id': 'COP'}",,True,,[],NSEJ92482,,,{'id': 33602181},
26,MCO1351812289,2 Creatina Monohidrato Cr7 Ine - g a $152,new,612590-MLA73594997942_122023,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1351812289-2-creatina-monohidrato-cr7-ine-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_612590-MLA73594997942_122023-I.jpg,COP,27,106400,112000.0,,500,,True,True,"{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['mandatory_free_shipping'], 'benefits': None, 'promise': None}",2043-10-19T04:00:00.000Z,"{'id': 599611488, 'nickname': 'MHLIMPORT'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '2985803', 'value_name': 'Dynamic', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2985803', 'name': 'Dynamic', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '13049159', 'value_name': 'Creatina', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '13049159', 'name': 'Creatina', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'string'}, {'id': 'SALE_FORMAT', 'name': 'Formato de venta', 'value_id': '1359392', 'value_name': 'Pack', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '1359392', 'name': 'Pack', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'SERVING_WEIGHT', 'name': 'Peso de la porción', 'value_id': None, 'value_name': '5 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 5, 'unit': 'g'}, 'values': [{'id': None, 'name': '5 g', 'struct': {'unit': 'g', 'number': 5}, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'number_unit'}, {'id': 'UNITS_PER_PACK', 'name': 'Unidades por pack', 'value_id': None, 'value_name': '2', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': '2', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'number'}]","{'quantity': 12, 'amount': 8866.67, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'179057009118': {'thumbnail': 'http://http2.mlstatic.com/D_612590-MLA73594997942_122023-O.jpg', 'ratio': '1.19', 'name': '', 'pictures_qty': 1}}",{'id': 33602181},
27,MCO1696799406,Lancetas Accu-chek Softclix X200 - Unidad,new,918613-MLU73979168622_012024,MCO23594729,gold_special,https://www.mercadolibre.com.co/lancetas-accu-chek-softclix-x200-unidad/p/MCO23594729,buy_it_now,MCO,MCO166749,MCO-BLOOD_GLUCOSE_METERS,http://http2.mlstatic.com/D_918613-MLU73979168622_012024-I.jpg,COP,28,23700,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2043-10-20T05:21:38.000Z,"{'id': 23804905, 'nickname': 'VYH TECHSOLUTIONS'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '16211317', 'value_name': 'Accu Check', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '16211317', 'name': 'Accu Check', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3570163010178927}], 'source': 3570163010178927, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '18592043', 'value_name': 'Softclix', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '18592043', 'name': 'Softclix', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '7 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 7, 'unit': 'cm'}, 'values': [{'id': None, 'name': '7 cm', 'struct': {'unit': 'cm', 'number': 7}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '80 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 80, 'unit': 'g'}, 'values': [{'id': None, 'name': '80 g', 'struct': {'unit': 'g', 'number': 80}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 658.33, 'rate': 0, 'currency_id': 'COP'}",,True,,[],TCEM11635,,,,
28,MCO1237222670,Tensiómetro Digital De Brazo Semiautomático Jziki Zk-b869,new,814508-MLA54904597227_042023,MCO17403879,gold_special,https://www.mercadolibre.com.co/tensiometro-digital-de-brazo-semiautomatico-jziki-zk-b869/p/MCO17403879,buy_it_now,MCO,MCO180837,MCO-BLOOD_PRESSURE_MONITORS,http://http2.mlstatic.com/D_814508-MLA54904597227_042023-I.jpg,COP,29,48755,,,100,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['MCO-chg-threshold-Jan-23'], 'benefits': None, 'promise': None}",2043-02-08T04:00:00.000Z,"{'id': 1126283177, 'nickname': 'AVILESLINA20220520145727'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '9627819', 'value_name': 'Jziki', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '9627819', 'name': 'Jziki', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '9870290', 'value_name': 'ZK-B869', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '9870290', 'name': 'ZK-B869', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}]","{'quantity': 36, 'amount': 1354.31, 'rate': 0, 'currency_id': 'COP'}",,True,,[],,,,,
29,MCO597934658,Te Verde Goslim Repuesto Por 30 Tisanas Original,new,847343-MCO49718898313_042022,,gold_special,https://articulo.mercadolibre.com.co/MCO-597934658-te-verde-goslim-repuesto-por-30-tisanas-original-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,http://http2.mlstatic.com/D_847343-MCO49718898313_042022-I.jpg,COP,30,24605,25900.0,,50,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['self_service_in'], 'benefits': None, 'promise': None}",2041-03-29T02:01:25.000Z,"{'id': 599654227, 'nickname': 'AVILAROAANGIEPAOLA'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': None, 'value_name': 'Goslim', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': None, 'name': 'Goslim', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'list'}]","{'quantity': 36, 'amount': 683.47, 'rate': 0, 'currency_id': 'COP'}",,False,,[],,['FLAVOR'],"{'70350198312': {'thumbnail': 'http://http2.mlstatic.com/D_847343-MCO49718898313_042022-O.jpg', 'ratio': '0.66', 'name': '', 'pictures_qty': 3}}",,
30,MCO2116102398,Simplus 105 Ml Solucion Lentes De Contacto,new,650923-MLU71712646310_092023,MCO27107062,gold_special,https://www.mercadolibre.com.co/simplus-105-ml-solucion-lentes-de-contacto/p/MCO27107062,buy_it_now,MCO,MCO420674,MCO-CONTACT_LENS_CLEANING_SOLUTIONS,http://http2.mlstatic.com/D_650923-MLU71712646310_092023-I.jpg,COP,31,46600,,,1,,True,True,"{'store_pick_up': False, 'free_shipping': False, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': [], 'benefits': None, 'promise': None}",2043-12-21T04:00:00.000Z,"{'id': 1560378250, 'nickname': 'LENTESPLUSSAS'}","[{'id': 'BRAND', 'name': 'Marca', 'value_id': '9542548', 'value_name': 'Simplus', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '9542548', 'name': 'Simplus', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'list'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '24363017', 'value_name': 'Solución Lentes de Contacto', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '24363017', 'name': 'Solución Lentes de Contacto', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'UNIT_VOLUME', 'name': 'Volumen de la unidad', 'value_id': '1071297', 'value_name': '105 mL', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 105, 'unit': 'mL'}, 'values': [{'id': '1071297', 'name': '105 mL', 'struct': {'number': 105, 'unit': 'mL'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}]","{'quantity': 36, 'amount': 1294.44, 'rate': 0, 'currency_id': 'COP'}",,True,,[],,,,,
